,Name,Gender
1120,Tâm Đan,F
1121,Tùng Linh,F
1122,Tùng Lâm,F
1123,Tùng Quân,F
1124,Tùy Anh,F
1125,Tùy Linh,F
1126,Tú Anh,F
1127,Tú Ly,F
1128,Tú Nguyệt,F
1129,Tú Quyên,F
1130,Tú Quỳnh,F
1131,Tú Sương,F
1132,Tú Trinh,F
1133,Tú Tâm,F
1134,Tú Uyên,F
1135,Túy Loan,F
1136,Tường Chinh,F
1137,Tường Vi,F
1138,Tường Vy,F
1139,Tường Vân,F
1140,Tịnh Lâm,F
1141,Tịnh Nhi,F
1142,Tịnh Như,F
1143,Tịnh Tâm,F
1144,Tịnh Yên,F
1145,Tố Loan,F
1146,Tố Nga,F
1147,Tố Nhi,F
1148,Tố Quyên,F
1149,Tố Tâm,F
1150,Tố Uyên,F
1151,Từ Dung,F
1152,Từ Ân,F
1153,Uyên Minh,F
1154,Uyên My,F
1155,Uyên Nhi,F
1156,Uyên Phương,F
1157,Uyên Thi,F
1158,Uyên Thy,F
1159,Uyên Thơ,F
1160,Uyên Trâm,F
1161,Uyên Vi,F
1162,Uyển Khanh,F
1163,Uyển My,F
1164,Uyển Nghi,F
1165,Uyển Nhi,F
1166,Uyển Nhã,F
1167,Uyển Như,F
1168,Vi Quyên,F
1169,Vinh Diệu,F
1170,Việt Hà,F
1171,Việt Hương,F
1172,Việt Khuê,F
1173,Việt Mi,F
1174,Việt Nga,F
1175,Việt Nhi,F
1176,Việt Thi,F
1177,Việt Trinh,F
1178,Việt Tuyết,F
1179,Việt Yến,F
1180,Vy Lam,F
1181,Vy Lan,F
1182,Vàng Anh,F
1183,Vành Khuyên,F
1184,Vân Anh,F
1185,Vân Chi,F
1186,Vân Du,F
1187,Vân Hà,F
1188,Vân Hương,F
1189,Vân Khanh,F
1190,Vân Khánh,F
1191,Vân Linh,F
1192,Vân Ngọc,F
1193,Vân Nhi,F
1194,Vân Phi,F
1195,Vân Phương,F
1196,Vân Quyên,F
1197,Vân Quỳnh,F
1198,Vân Thanh,F
1199,Vân Thúy,F
1200,Vân Thường,F
1201,Vân Tiên,F
1202,Vân Trang,F
1203,Vân Trinh,F
1204,Vũ Hồng,F
1205,Xuyến Chi,F
1206,Xuân Bảo,F
1207,Xuân Dung,F
1208,Xuân Hiền,F
1209,Xuân Hoa,F
1210,Xuân Hân,F
1211,Xuân Hương,F
1212,Xuân Hạnh,F
1213,Xuân Lan,F
1214,Xuân Linh,F
1215,Xuân Liễu,F
1216,Xuân Loan,F
1217,Xuân Lâm,F
1218,Xuân Mai,F
1219,Xuân Nghi,F
1220,Xuân Ngọc,F
1221,Xuân Nhi,F
1222,Xuân Nhiên,F
1223,Xuân Nương,F
1224,Xuân Phương,F
1225,Xuân Phượng,F
1226,Xuân Thanh,F
1227,Xuân Thu,F
1228,Xuân Thảo,F
1229,Xuân Thủy,F
1230,Xuân Trang,F
1231,Xuân Tâm,F
1232,Xuân Uyên,F
1233,Xuân Vân,F
1234,Xuân Yến,F
1235,Xuân xanh,F
1236,Yên Bằng,F
1237,Yên Mai,F
1238,Yên Nhi,F
1239,Yên Ðan,F
1240,Yên Đan,F
1241,Yến Anh,F
1242,Yến Hồng,F
1243,Yến Loan,F
1244,Yến Mai,F
1245,Yến My,F
1246,Yến Nhi,F
1247,Yến Oanh,F
1248,Yến Phương,F
1249,Yến Phượng,F
1250,Yến Thanh,F
1251,Yến Thảo,F
1252,Yến Trang,F
1253,Yến Trinh,F
1254,Yến Trâm,F
1255,Yến Ðan,F
1256,Ái Hồng,F
1257,Ái Khanh,F
1258,Ái Linh,F
1259,Ái Nhi,F
1260,Ái Nhân,F
1261,Ái Thi,F
1262,Ái Thy,F
1263,Ái Vân,F
1264,Ánh Dương,F
1265,Ánh Hoa,F
1266,Ánh Hồng,F
1267,Ánh Linh,F
1268,Ánh Lệ,F
1269,Ánh Mai,F
1270,Ánh Nguyệt,F
1271,Ánh Ngọc,F
1272,Ánh Thơ,F
1273,Ánh Trang,F
1274,Ánh Tuyết,F
1275,Ánh Xuân,F
1276,Ðan Khanh,F
1277,Ðan Quỳnh,F
1278,Ðan Thu,F
1279,Ðinh Hương,F
1280,Ðoan Thanh,F
1281,Ðoan Trang,F
1282,Ðài Trang,F
1283,Ðông Nghi,F
1284,Ðông Nhi,F
1285,Ðông Trà,F
1286,Ðông Tuyền,F
1287,Ðông Vy,F
1288,Ðông Ðào,F
1289,Ðồng Dao,F
1290,Ý Bình,F
1291,Ý Lan,F
1292,Ý Nhi,F
1293,Đan Linh,F
1294,Đan Quỳnh,F
1295,Đan Thanh,F
1296,Đan Thu,F
1297,Đan Thư,F
1298,Đan Tâm,F
1299,Đinh Hương,F
1300,Đoan Thanh,F
1301,Đoan Trang,F
1302,Đài Trang,F
1303,Đông Nghi,F
1304,Đông Trà,F
1305,Đông Tuyền,F
1306,Đông Vy,F
1307,Đơn Thuần,F
1308,Đức Hạnh,F
1309,Ấu Lăng,F
